
18-25,4,C,4+,0,5,8844
18-25,4,A,1,0,11,1534
18-25,4,A,1,0,8,3923
18-25,4,A,1,0,5,3506
18-25,4,A,1,0,6,4000
18-25,4,A,1,0,6,4597
18-25,4,A,1,0,5,3460
18-25,4,A,1,0,5,3611
18-25,4,A,1,0,1,8305
18-25,4,A,1,0,1,12017
18-25,4,A,1,0,1,11575
18-25,4,A,1,0,1,11374
18-25,4,A,1,0,1,15312
18-25,4,A,1,0,1,8067
18-25,4,A,1,0,1,11635
18-25,4,A,1,0,1,8081
18-25,4,A,1,0,1,3931
18-25,4,A,1,0,1,4145
18-25,4,A,1,0,1,3916
18-25,4,A,1,0,8,4012
18-25,4,A,1,0,5,3759
18-25,4,A,1,0,11,2952
18-25,4,A,1,0,8,4152
18-25,4,A,1,0,11,3068
18-25,4,A,1,0,3,5697
18-25,16,A,1,0,1,11516
18-25,16,A,1,0,6,19928
18-25,16,A,1,0,5,6873
18-25,16,A,1,0,1,15879
18-25,16,A,1,0,1,11400
18-25,4,B,1,1,1,12006
18-25,4,B,1,1,15,16856
18-25,4,B,1,1,1,15470
18-25,4,B,1,1,6,15956
18-25,4,B,1,1,6,19966
18-25,4,B,1,1,8,7786
18-25,4,B,1,1,1,15454
18-25,4,B,1,1,1,7924
18-25,4,B,1,1,2,9752
18-25,4,B,1,1,1,11513
18-25,4,B,1,1,8,8115
18-25,4,B,1,1,5,8843
18-25,4,B,1,1,8,9849
18-25,4,B,1,1,8,9812
18-25,4,B,1,1,15,16651
18-25,4,B,1,1,11,3172
18-25,4,B,1,1,8,9942
18-25,4,B,1,1,8,5966
18-25,4,B,1,1,8,6182
18-25,4,B,1,1,5,5280
18-25,4,B,1,1,5,5346
18-25,4,B,1,1,5,8902
26-35,7,B,3,0,8,7999
26-35,7,B,3,0,3,5423
26-35,7,B,3,0,4,1460
26-35,7,B,3,0,8,6146
26-35,7,B,3,0,10,9732
26-35,7,B,3,0,8,7861
26-35,7,B,3,0,1,15419
26-35,7,B,3,0,12,1434
26-35,7,B,3,0,5,6971
26-35,7,B,3,0,5,7034
26-35,7,B,3,0,5,7013
26-35,7,B,3,0,5,6898
26-35,7,B,3,0,5,5139
26-35,7,B,3,0,5,5429
26-35,7,B,3,0,5,5187
26-35,7,B,3,0,5,8655
26-35,7,B,3,0,5,5432
26-35,7,B,3,0,5,7019
26-35,7,B,3,0,5,6897
26-35,7,B,3,0,7,8466
26-35,7,B,3,0,5,8698
26-35,7,B,3,0,4,2750
26-35,7,B,3,0,8,8015
26-35,7,B,3,0,1,19252
26-35,7,B,3,0,5,5446
26-35,7,B,3,0,1,15800
26-35,7,B,3,0,1,15851
26-35,7,B,3,0,1,15402
26-35,7,B,3,0,4,1454
26-35,11,C,1,1,1,19696
26-35,11,C,1,1,1,15745
51-55,17,B,1,1,2,16018
26-35,3,C,2,0,10,14070
26-35,0,B,1,1,13,759
